Total Income,Age,Gender,Dependents,Occupation,Rent,Loan_Repayment,Insurance,Shopping,Transport,Eating_Out,Entertainment,Utilities,Healthcare,School Fees,Miscellaneous,Expenses,Disposable_Income
55970.8,24,Male,0,Student,4791.22672,0,487.5,1840.4,876.2,727.7,686.2,1074.6,493.5,0,371,11348.3,44776.6
90741.3,61,Female,0,Student,10148.26467,0,1960.2,5383.4,2540.1,1910.3,1363.6,3285.5,1825.9,0,692.9,29110.2,72593.1
134468.2,37,Male,1,Student,18893.64723,0,4696.6,10374.8,5927.4,4333,2837.9,6849.1,4620.4,6463.2,1021.8,66017.9,107574.6
49967.8,20,Male,0,Student,1993.562178,0,282.5,1294.6,649,259.7,487,702.8,338.3,0,286.1,6293.6,39974.2
62794.7,53,Female,4,Retired,4558.945417,0,575.4,3166.5,1446.2,885.5,1035.5,1008.7,957.6,1207.2,232.2,15073.6,50235.8
114810.9,60,Female,1,Professional,14962.17551,7024.150242,3506.4,8065.9,4563.9,3027.7,3348.7,3195.1,2752.3,4974.1,1299.1,56719.5,91848.7
115716.3,61,Male,2,Self_Employed,22714.87998,0,2792.4,10151.8,5437.3,2678.1,3395.4,3136.3,3241.9,6338.4,1515.2,61401.7,92573
66154,36,Male,0,Professional,7846.190262,3858.399495,1304.4,2813.1,1381.6,544.1,1023.9,1111.8,1216.2,0,262.7,21362.4,52923.2
56667.5,47,Male,2,Professional,3333.499304,0,460.4,2264.6,887.4,559.5,599.3,1018.6,642.9,914.7,308.4,10989.3,45334
104453.6,28,Female,1,Professional,12890.72586,0,1667.5,8668.1,4280.6,2328.1,2892.1,2601.1,2528.9,4901,715.1,43473.3,83562.9
117326.5,30,Male,4,Student,15465.29918,0,2371.7,11058.8,3937.5,2966,2353.1,5380.7,3154.6,5182.4,1944.5,53814.7,93861.2
51816.1,50,Male,4,Professional,2363.228731,0,441.2,1575.9,731.6,357.5,432.3,777.8,402.9,1089.9,313.9,8486.3,41452.9
51450.9,55,Male,0,Professional,3435.263586,0,255.3,1183.4,640,521.9,527.9,651.6,552.1,0,143.9,7911.3,41160.7
75923.9,19,Male,4,Retired,7184.77939,0,1137.6,5107.3,2024.8,1352.6,832.2,1481.2,1478.8,3104.1,464.7,24168.1,60739.1
89634.5,63,Male,3,Retired,7445.173004,7416.380686,1090.5,6585.1,3203.1,2390.8,1036.9,3022.3,1862.3,3227.5,1087.3,38367.5,71707.6
63616.4,40,Female,1,Self_Employed,4723.283436,0,938.4,2610.4,1560.9,893.1,1114.8,1297.1,977.2,2100.8,694.7,16910.7,50893.1
91657.3,37,Female,4,Retired,10331.46947,0,1566.4,7592.9,3223.7,1996.1,2142.7,3419.3,2463.5,3783.8,1376.7,37896.7,73325.9
56997.9,47,Female,1,Student,3399.574184,0,834.9,2446.9,918.3,762,632.7,946.6,671.6,1178.1,173.1,11963.7,45598.3
45525.9,32,Female,1,Retired,1105.175991,0,127.6,669.7,354.3,245.3,133.6,249.5,189.4,465.5,107.2,3647.2,36420.7
61371.9,19,Male,3,Self_Employed,3205.783553,0,1000.8,2769.3,1581.3,738.7,1065.1,1415.1,1042.7,2106.1,576.7,15501.6,49097.5
71556.6,47,Male,0,Self_Employed,6311.322146,0,656,4212.5,2219.3,671.8,932.1,1678.7,1570.7,0,797.4,19049.8,57245.3
64059.4,42,Male,1,Retired,4811.878273,0,953.9,3421.9,1577.2,1045,526.7,1495.8,1127.3,1637.9,540.9,17138.6,51247.5
51873.6,21,Female,3,Professional,3562.070463,2132.947173,575.1,1398.1,644.2,495.6,391.3,478.1,490.8,847.8,344.2,11360.4,41498.9
47019.4,18,Male,4,Self_Employed,2105.820962,0,289.3,939.9,478.9,334.1,154.1,559.9,280.2,679.1,176.2,5997.6,37615.5
59884.2,25,Male,2,Retired,3976.843546,0,415.9,2694.4,1295.4,653.1,699.5,1400.8,777,1056.4,357.4,13326.9,47907.4
101517.5,31,Male,0,Retired,12303.50384,0,2443.2,7286.5,4599,2384.9,1995.2,3512.4,2172.7,0,1539.7,38237.2,81214
121953.8,28,Female,2,Retired,16390.75442,8018.347888,2348.4,9934.6,4472.8,3077.2,3402.6,5631.2,3564.1,6028.9,1390.3,64259.2,97563
117584.5,41,Male,3,Self_Employed,23275.35987,0,3249.9,9402.3,4783.3,2566.4,2671,3536.2,3676,4639.8,1381.6,59181.8,94067.6
55618.7,41,Female,1,Professional,3123.742622,2284.776623,524.2,1879.1,828.2,578.6,634.8,634.6,493,982.1,156.9,12120,44495
51920.2,49,Male,3,Student,2384.034952,0,459.6,1513.5,783.5,394.3,344.1,659.3,428.9,864.7,230,8061.8,41536.1
84634.4,42,Female,0,Retired,6695.161416,0,924.4,4564.2,3441.6,1131.8,1115.9,3043.8,1774.5,0,824.3,23515.7,67707.5
89862.9,63,Female,0,Professional,14958.87227,0,1416.5,7472,3905.3,1784.3,1992.1,2924,1720.7,0,1329.2,37503,71890.3
81319.4,45,Male,4,Student,8263.887789,4189.889253,1200.6,4765.5,2103.4,1021.5,1816,2156.2,1393.2,3336.6,730.9,30977.7,65055.6
45989.1,33,Male,3,Retired,1796.740083,1112.529184,200.2,760.9,365.8,235.5,193,251.7,276.8,371.8,148.4,5713.4,36791.3
54994.6,59,Female,0,Self_Employed,2998.918733,0,696,1714,896.1,642.2,307.1,722.6,615.4,0,220.2,8812.6,43995.7
69295.9,56,Female,3,Student,4394.379617,0,910.4,4300.8,2021.3,723.9,898.1,1918,1453.4,2326.5,870.9,19817.6,55436.7
84299.4,33,Female,4,Professional,8859.887127,0,1821.1,6589.2,3156.5,1224.4,960.9,2843.2,1353,3031.8,920.8,30760.7,67439.5
95425.7,53,Male,4,Student,11085.13874,0,1701.8,8257.8,3083.9,1541.4,2395.9,2270.6,2678.3,4397.1,907.1,38319,76340.6
73669.8,29,Female,3,Professional,10100.92895,3321.525278,876.4,4099.7,1869.2,946.1,724.8,2415.1,1553.7,1924,379.3,28210.8,58935.8
79088.3,29,Female,0,Professional,7817.669674,0,1324.6,5091.8,2287.9,1720.1,934.5,2386.9,1887.4,0,478.7,23929.6,63270.7
72107.5,51,Male,1,Professional,4816.125485,0,876.9,4529.9,1629.9,998.6,1118,1303.6,993,3111.6,858.9,20236.6,57686
91919.4,55,Male,1,Retired,7787.912842,0,1120.5,5586.8,3489.3,1716.4,1634.2,3297.8,2406.4,4188.2,1356,32583.7,73535.5
78532,37,Female,4,Student,5779.804843,0,1018.2,4589.1,2733.1,1909.6,1719.1,2721.5,1390.2,1995.2,670.9,24526.6,62825.6
71619.9,64,Male,0,Self_Employed,6323.985315,5319.308482,710.8,3647,1585.7,1287.8,1417.5,2464.2,1347.2,0,421.8,24525.3,57295.9
64203.6,32,Male,4,Retired,7261.08697,0,518.5,3010.5,1524.5,680.7,666.2,1683.7,937,2040.2,568.3,18890.8,51362.9
72015.8,39,Male,4,Self_Employed,4802.374758,5602.486141,1349.7,4478.3,2039.5,888.3,1435.4,1457.2,1566.4,2543.8,390.3,26553.7,57612.7
84206.4,33,Male,4,Self_Employed,6630.966033,0,1806,5808.8,3019.5,906.2,1016.8,2125.1,1437,3159.6,1160.7,27070.8,67365.2
77157.9,41,Male,4,Student,5573.692206,0,914.3,3931.8,2696.5,881.6,1354.3,2855.8,1401.1,2865.2,1009.3,23483.5,61726.4
80685,20,Female,3,Retired,8136.992206,0,863.4,4482.6,3092.1,1556.6,1123.2,2309.1,1242.6,3337.1,506.1,26649.9,64548
127827.5,18,Female,3,Student,26348.25546,0,1819.1,9364.9,4803.8,4390.4,4385.8,4041.5,3903.2,6046.4,1812.6,66916,102262
77089.3,61,Male,0,Retired,11126.79002,3853.942813,1555.7,4112,2295,1502.1,1647.7,1542.7,1751.2,0,945.5,30332.7,61671.4
57849.9,64,Female,0,Retired,3569.982354,1461.597503,583.7,1812.5,1213.2,559.8,470.6,726.1,594.8,0,205.3,11197.6,46279.9
100830,55,Male,2,Student,18248.99493,0,2000.6,8767.7,3934.6,2947.5,1742.2,4020.4,2562.6,6061.6,1221,51507.3,80664
50056.7,34,Female,1,Retired,1508.504446,0,220.4,1430.2,703.5,260.2,410.9,469.2,345.6,625.7,118.1,6092.3,40045.4
52629.9,58,Male,3,Student,2525.979137,771.1469172,556.2,1613.5,846.5,455,587.8,961.6,412.9,703.8,300,9734.5,42103.9
79247,38,Female,0,Professional,11774.10218,7323.43754,1128.5,5435,2348,1734.2,1451.2,2274.1,1648.8,0,415.3,35532.7,63397.6
85345.7,62,Female,4,Professional,13603.70132,0,1478.2,6801.6,3516.2,2023.7,1754.7,3036.3,1546.3,2858,1117.6,37736.3,68276.5
51080.2,64,Female,3,Self_Employed,3324.048935,0,368.5,1430.4,827.4,530.2,274.3,512.5,426.5,647.2,178.2,8519.2,40864.1
62086,30,Male,1,Student,4417.197673,3270.865333,1026.1,2886.5,1587.1,465.1,1073.2,971,894.8,1467.1,383.2,18442,49668.8
58473.4,19,Female,3,Self_Employed,3694.674297,3195.492466,831.3,2645.3,1138.3,909.5,826.2,750.7,590.4,1469.3,215.1,16266.4,46778.7
60325.1,19,Male,1,Retired,6097.528463,2901.683544,606.9,2571.3,1047.8,582.5,596.9,1294.7,848,1867.1,463.8,18878.1,48260.1
103820.6,60,Female,2,Professional,12764.11464,4719.473173,1417.2,6541.7,5057.7,1338.4,1424.2,2858.9,2628.7,3632.1,1536.8,43919.3,83056.5
92794.2,42,Female,0,Student,15838.26659,0,1938.4,6191.9,3713.1,2636,1386.6,2142.9,2362.5,0,1230.4,37440,74235.4
69544.6,45,Female,1,Self_Employed,8863.36805,0,833.9,4015,1731.7,1377,1204.4,2321.2,1143.1,2018.9,712.2,24220.8,55635.6
59383.6,43,Female,2,Retired,3876.721908,0,567.3,2621,1233.6,493.7,694.8,1522.3,779.3,1140.5,285.5,13214.7,47506.9
50190.7,52,Female,3,Retired,2038.144292,0,473.6,1525.6,585.4,278.5,235.9,622.8,371.5,808.9,233.8,7174.2,40152.6
133442.4,45,Female,0,Student,14016.36181,0,3933.1,12808.3,6750,3903,3208,3872.1,3344.3,0,2197.6,54032.7,106753.9
88177.3,50,Female,1,Retired,9635.465262,0,1526.9,4990.7,3340.3,2329.2,1858.9,3251.4,1564.4,4162.8,867.8,33527.8,70541.9
57045.1,35,Male,1,Self_Employed,5113.526554,0,671.9,2518.3,1117.9,696.2,645.9,851.1,736.7,1250.1,406.5,14008,45636.1
93350.2,31,Female,0,Student,8002.524024,5096.876963,1373.4,5418.1,3268.4,1531.3,2261.6,2324.2,1652.9,0,816.7,31746,74680.1
68361.1,58,Female,3,Self_Employed,5672.219984,0,1135.1,3749.6,1678.9,1081.1,946.7,1599.2,1201.9,1430.8,575.8,19071.4,54688.9
63843.5,26,Female,3,Student,4768.691103,2399.278981,521.7,2689.8,1773.8,520,936.5,1663.4,767.3,2215.6,524.1,18780.1,51074.8
82494.2,61,Female,4,Self_Employed,6374.123679,4868.8539,1687,4771.9,2625.1,1155.6,1422.3,2332.3,1286.2,4152.2,1160.7,31836.3,65995.3
56576.7,47,Male,3,Retired,3315.342277,0,772.5,2128.7,1065.9,800.6,678.9,799.3,665.6,1105.3,293.1,11625.3,45261.4
62787,20,Male,0,Professional,4557.40897,0,852.6,2311.6,1258.1,651.7,1111.7,1811.7,824.8,0,233,13612.5,50229.6
73061.4,51,Male,2,Retired,6612.27864,0,998.9,3769.9,2511.2,1012.5,932.9,1763,1183.7,2353.7,418.9,21557.1,58449.1
60118.4,50,Male,0,Retired,4023.686471,1163.772483,739.4,2247.2,1154.5,715.6,875.2,1301,716.3,0,472.4,13408.9,48094.7
91237.2,44,Female,1,Self_Employed,7685.577842,7712.120332,1533.9,6161.9,2823,1500.5,2204.6,2724.1,2029.2,3163.4,667.3,38205.6,72989.7
173814,26,Female,4,Self_Employed,40144.19232,0,3846.7,13679.3,9198.1,3148.1,4692.1,9631.3,4648.8,8254,2364.7,99607.1,139051.2
56407.8,30,Male,4,Professional,3281.566708,0,330.6,1907.1,886.4,552.6,582.4,755.6,816.4,1587.9,341.4,11042,45126.3
47917.7,47,Female,2,Professional,1187.650707,0,218.1,862.5,628.2,164.8,179.9,616.6,354.6,611.3,111.2,4934.8,38334.1
46048.5,33,Female,1,Self_Employed,1814.540819,0,283.2,667.3,404,185.8,200.8,392.6,262.2,540.7,83.4,4834.5,36838.8
66597.7,59,Female,3,Retired,7979.29502,0,674.9,3763.5,1366.4,741.9,1287,1534.3,973.8,2374.5,645.5,21341.1,53278.1
57648.8,43,Male,3,Student,3529.752648,1598.774704,688.3,2642,956.4,685.6,753.2,837.4,859.9,1272,466.5,14289.7,46119
75427.4,22,Male,3,Professional,7085.481775,4322.606488,1360.7,4319.8,2763,886.4,1037.4,2560.6,1690.5,1994.6,906.5,28927.6,60341.9
73357.3,63,Female,0,Retired,5003.589398,0,893,3496.2,2216.3,1369.8,834.8,2296.2,1249.3,0,882,18241.1,58685.8
48319.7,44,Female,3,Student,2495.904279,490.4465572,359,1154.8,504.6,269.1,213,556.9,254.8,425.6,97.1,6821.3,38655.7
47023.7,32,Female,1,Retired,2107.110365,1085.588369,233,995.4,497.7,245.5,168.2,436.7,291.4,444,165.2,6669.8,37619
78013.6,45,Female,4,Professional,5702.039906,5024.505398,1669.4,4358.8,2325.3,1178.1,1817.7,2734.8,1407.4,2470.3,380.3,29068.6,62410.9
73432.9,20,Female,0,Self_Employed,10029.87004,0,681,4098.8,1815.1,812.7,1342.5,2445.2,1436,0,604.9,23266,58746.3
61339.1,58,Male,3,Self_Employed,6401.742242,0,522.1,2512,1543.8,510.6,928,1386.1,943.5,1375.6,360.1,16483.5,49071.3
47968.4,18,Female,1,Professional,1593.678078,0,249.1,1184.4,485.6,200,192.8,563.5,391.8,536,187.2,5584.1,38374.7
83742.1,18,Male,2,Self_Employed,13122.62169,0,1498.2,6223.7,3474.4,1713,1770.1,2511.8,1881.9,2252,1019.7,35467.4,66993.7
122989.7,23,Male,1,Student,12448.4614,0,3020,9430.5,4815.9,2371.8,3669.6,6144.5,2565.3,6541.7,1849,52856.8,98391.8
77471.6,28,Female,4,Retired,7494.320158,6961.021669,1636.1,5000.1,1961.3,1444.8,833.1,2369.7,1238.4,2326.7,1066,32331.7,61977.3
55229.3,63,Female,1,Self_Employed,3045.851061,1212.053827,717.1,1996.8,1027.1,402.8,600,788.1,636.6,1302.5,172.9,11901.9,44183.4
71088.5,33,Male,1,Self_Employed,9326.560616,0,917.6,3858.6,1648,1305.7,1319.4,1362.4,1188.4,1841,513.3,23281.1,56870.8
50057.4,50,Male,0,Self_Employed,2011.47484,0,468.7,1365.7,743,275.6,268.3,783.4,408.1,0,236.9,6561.2,40045.9
109935,41,Female,4,Professional,10490.24699,0,1957.5,9889.8,4274.5,3251.2,1785.2,5392.1,2790.2,4149.4,1142.2,45122.3,87948
72030,49,Male,3,Professional,6405.999268,0,709.4,4718.1,2537,1207.6,1122.2,1789.9,1356.4,3147.9,381.2,23375.7,57624
47291.2,27,Male,4,Self_Employed,1458.245411,1411.988046,272.7,900.2,561.5,216.1,282.9,482.1,340.4,618.9,129.5,6674.3,37833
63586.1,42,Female,2,Professional,4717.221594,4384.106047,943.1,3127.4,1543.8,1139.5,662.9,1090.8,1080.1,1636.3,482.2,20807.5,50868.9
83459.9,27,Male,4,Retired,8691.97927,4100.837253,1254.3,5950.4,2635.3,1043.7,1744.2,1763,2061.4,2191.6,592.1,32029,66767.9
62983.1,30,Female,0,Student,3447.465419,0,576.6,2883.5,1831.5,1124.6,1026.1,1831.4,963,0,299.8,13984,50386.5
64058.3,18,Male,3,Retired,4811.663624,4443.607085,551.1,3398.8,1461.1,519.3,1191,1890.2,793.6,1990.4,519.2,21570,51246.7
51264.7,52,Male,4,Retired,3379.415656,0,374.3,1136.7,602.3,422.1,464.8,620.2,408.4,733.3,208.2,8349.6,41011.8
87201.7,31,Female,3,Student,14160.51372,4427.311282,1523.1,6365.7,3403.8,2068.4,2151,2917.6,1514.9,2858.7,697.8,42088.8,69761.4
57857.5,38,Female,0,Student,5357.241608,0,509.8,1944.5,1336.9,762.1,478.3,796.8,598.8,0,419.2,12203.7,46286
45344.4,55,Female,1,Retired,1068.871231,0,142.3,641.1,319.2,219,140.7,293.8,201.2,485.3,129.1,3640.6,36275.5
62291.2,18,Female,2,Student,6687.356679,2238.064466,471.9,3147.9,1299.8,464.8,1085.6,1526.3,673.3,1323,558.5,19476.5,49833
105766.9,37,Female,4,Retired,19730.07951,0,2674.7,9223.4,4134.1,1941,2733.6,2954.3,2217.4,4300.5,808.2,50717.3,84613.5
62013.5,22,Female,3,Self_Employed,4402.690855,4102.249785,698.3,2703.7,1231.8,644.8,516.4,1359.4,832.1,1846.3,591.3,18929,49610.8
160492.2,57,Female,4,Professional,24098.44842,20259.7394,3190.2,12237.1,9253.1,2658.4,3943.9,9197.8,4828.8,10330.3,3359.2,103357,128393.8
82282.4,61,Male,0,Student,8456.486906,0,1500.2,5025.1,3196.9,1811.4,1557.2,3021.4,1815.7,0,1060.7,27445,65825.9
79338.5,49,Male,1,Self_Employed,7867.701797,0,1826.2,4605.6,2799.7,1062.9,1054.5,1876.9,1615.4,2170.5,547.8,25427.4,63470.8
67071.4,18,Male,0,Student,5414.285137,0,730.2,2978.8,2024.5,1321,811.7,1430.2,1334.5,0,724.6,16769.8,53657.1
68405.1,62,Female,3,Professional,4260.76376,0,1090.7,3026.3,1634.6,1129.9,1018,1948.4,1064.4,2817.1,498,18488.1,54724.1
64299.6,58,Female,4,Professional,7289.869679,0,1155.1,2814.8,1563.5,946.3,933.8,1277,1125.8,2072.8,329.8,19508.9,51439.7
63556,57,Female,3,Professional,3533.404604,2736.654762,740.4,2839.8,1436.6,537.7,519.2,1387.8,871.7,1349.8,467,16420.1,50844.8
85873.7,62,Male,0,Student,13762.09821,0,2222.9,6255.9,3427.7,1200.4,1174.5,2485.9,1794.1,0,832.4,33155.8,68698.9
54189.9,19,Female,4,Retired,2837.985545,951.4751199,289.2,1821.8,772.6,426.2,493.3,850.4,559.8,979.4,246.5,10228.7,43351.9
52685.8,48,Female,3,Student,2537.157618,1515.806627,298.9,1625.7,706.3,358.1,307.6,621.1,536.5,1164.8,200.3,9872.3,42148.6
52214.7,64,Male,4,Student,3664.414385,0,439.6,1739.1,836.4,355.6,286.5,906.6,601.8,674.6,280.3,9785.1,41771.8
194118.4,63,Male,2,Self_Employed,30823.67635,27222.81653,5387.8,22358.4,9486.3,4412.2,4709.7,11394.9,5093.4,7787.4,1676.2,130352.8,155294.7
85854.4,43,Female,0,Self_Employed,6878.16374,0,2268.7,5501,2497.3,1889.8,1448.3,2469.1,2269.9,0,668.7,25890.9,68683.5
78274.8,26,Male,0,Retired,5741.216709,5312.127566,929.7,5441.3,2038.7,1523.5,1285.7,1707.8,1243.5,0,987.6,26211.1,62619.8
52873.7,47,Male,2,Professional,2574.737875,737.3123997,640.1,1815.5,826.6,260.3,375.9,805.3,439.1,819.4,242.1,9536.2,42299
89396.1,63,Male,1,Professional,9879.217515,0,2250.4,5497,3564.3,1259,1549.2,3259.7,2292.1,4608.4,765,34924.4,71516.9
67328.8,25,Male,3,Student,8198.63355,3040.852467,729.2,2800.9,1410,1169.6,897.4,1190.1,1135.9,1889,674.6,23136.3,53863
75606.7,22,Male,1,Professional,10681.99624,5518.449117,1104.7,5201.9,2572.5,1301.9,1472,1768.1,1548.4,2787.8,816.5,34774.3,60485.3
53734.4,56,Female,4,Retired,4120.309676,2502.43869,324,2049.9,939.8,406.6,568,1035.4,552.4,689.9,217.6,13406.3,42987.5
74103.9,21,Male,3,Professional,6820.784913,6702.924483,1611.8,4429.5,2042.7,1562,847.9,2549.7,1511.3,1817.2,978.5,30874.3,59283.1
61373,57,Male,3,Self_Employed,4274.60901,3751.209173,674.7,2503.2,1088.2,747.5,613.2,1017.6,846.7,1801.8,245.3,17563.9,49098.4
56260,53,Female,3,Professional,3252.001144,0,344.1,2163.6,1286,594.9,547.6,666,770.4,963.6,320.8,10909,45008
93972.9,38,Male,2,Student,10794.58412,0,2014.6,5538.2,3308,2295.3,1665.9,2217.1,2371.7,3983.2,1184.6,35373.3,75178.3
48767.3,50,Female,0,Self_Employed,1753.463934,0,243.2,1206.3,684,306.1,197.8,695.6,373.9,0,210.4,5670.8,39013.9
87135.1,43,Male,2,Retired,9427.024211,0,1486.2,5201.4,3098.7,1150.2,2167.7,3253.1,2350.3,3799.8,765.8,32700.2,69708.1
91872.4,57,Female,2,Student,10374.4741,0,1768.1,5436.2,3478.3,1294.5,2509.2,2377.1,2066.6,4958.4,1537.5,35800.2,73497.9
54842.3,56,Male,2,Student,2226.347736,0,330.8,2152.6,888.9,663.5,631,595.3,462.3,1000.4,344.7,9295.8,43873.9
55563.6,28,Female,1,Self_Employed,2334.539436,2813.053748,539.7,1990.8,967.5,679.6,774.1,1027.9,497.2,786.5,250.4,12661.3,44450.9
65097.7,38,Female,2,Student,5019.543153,2064.434782,719.2,3124.9,1751.7,515.4,938.5,1894.7,1114.5,2207.8,634.1,19984.8,52078.2
77593.3,39,Female,0,Professional,11277.99572,0,1555.1,4919.2,2406.7,1381.6,1675.5,1611.9,1164.4,0,413.8,26406.2,62074.7
66546.9,54,Male,3,Professional,5309.382167,4751.689521,734.8,3975.2,1641.9,855.6,650.3,1895.5,1187.1,1403.1,681.3,23085.9,53237.5
82438.1,24,Female,1,Self_Employed,12731.44026,0,2050.8,4652.3,2158.7,988.2,1584.6,2259.1,1410.8,2343.3,1205.6,31384.9,65950.5
162925.8,59,Male,2,Professional,24585.16448,0,5196.4,13588.4,7507.1,4281.9,2958.1,6351,3691,6679.2,1710.6,76548.9,130340.7
59985.8,30,Female,2,Student,5995.751661,3776.414014,471.4,2704.8,1113.6,963.5,875.3,847.8,652.9,1970.1,548.3,19919.9,47988.7
47606.9,37,Male,3,Self_Employed,1141.032347,1103.984829,184.1,1074.9,592.8,260.3,183,406.5,278.4,503.8,111.5,5840.3,38085.5
98086.7,32,Male,3,Self_Employed,11617.33449,7151.574449,1787.9,8529.1,3351.6,2228,2063.6,4601.8,2388.3,4038.9,1695.9,49454,78469.3
155335.9,55,Female,1,Retired,34600.78045,19803.90583,2401.1,16144.7,5979.2,5474.6,5145.8,9071.1,5227.8,6630.3,1833.7,112313,124268.7
81075.5,51,Male,0,Student,8215.101934,0,881.9,5183.9,2259.3,1085.6,1818.3,2393.2,1782.4,0,1168.8,24788.5,64860.4
52566,53,Male,1,Student,1884.90695,1791.485378,522.3,1705.4,676.3,415.8,395.4,875,427,1142.1,352.8,10188.5,42052.8
67169.2,63,Male,3,Retired,8150.756025,0,810.2,3441.9,1504.3,739.8,771.7,2123,1353.4,1907.6,354.8,21157.4,53735.3
52260.4,42,Male,0,Retired,2452.089901,2135.122712,320.1,1628.2,702,610.2,512.1,869,495,0,152.3,9876,41808.4
90173.2,46,Female,2,Student,15051.9714,0,1557.6,5211.4,3943.5,1036.2,1376.7,3176.5,1993.1,4742.4,1459.9,39549.3,72138.6
50177.4,64,Male,2,Retired,2035.470807,1198.006074,503.6,1346.3,742.7,463,312.8,589.8,362.2,845.5,250.7,8650,40141.9
63596.4,45,Male,4,Self_Employed,7078.921375,1810.950132,1110.8,2735.1,1339.1,760.2,882.2,1262,784,1300.1,680.3,19743.5,50877.1
53433.2,31,Male,3,Self_Employed,2686.634267,0,371.3,1705,944.8,663.4,282.7,648.3,638.1,1174.6,367.5,9482.4,42746.5
73203.6,21,Male,4,Student,6640.712204,0,740.2,3544.4,2302.7,1129.8,1049.3,2591.7,1002.7,2182.8,777.7,21961.9,58562.8
62379,55,Female,1,Self_Employed,6713.706853,0,667.9,2852.1,1338.6,874.3,989.7,1281.2,862.5,1402.7,445.6,17428.5,49903.2
74556.9,24,Female,1,Student,5183.534085,6484.249283,700.4,4604.8,2111.7,1281.1,902.3,2742.7,1413,2077.9,750,28251.7,59645.5
70541.2,30,Female,0,Retired,6108.247537,5963.319875,814,3359.9,2353.3,708.8,1275.2,2173.7,941.1,0,538.9,24236.4,56433
53624.5,34,Female,3,Professional,4087.352113,0,527.7,1429.3,877.7,660.5,589.1,995.9,460.8,1080.3,169.9,10878.7,42899.6
89536,46,Female,0,Self_Employed,9907.193605,9704.705673,1124.1,5887.5,3878,1921.7,1081.9,3776.8,1543,0,930.4,39755.2,71628.8
68852.2,34,Female,0,Self_Employed,4327.824,5578.394805,726,3540.9,1600.7,824,653.1,2188.6,1435.1,0,509.1,21383.7,55081.7
53604.1,53,Female,1,Retired,2040.621035,0,448.2,1795.2,695.4,407.4,565.1,1045.7,600.2,1105.4,381.4,9084.5,42883.3
220176.8,36,Female,1,Self_Employed,36035.36128,0,7468.6,19616,11668.2,3776.8,7218.4,12581.6,7950.7,9999.1,4418.5,120733.4,176141.4
83918.8,43,Female,3,Student,8783.751573,0,1573.3,5424,2972.7,1166.5,2066.8,3280,2039.4,2761.7,1049.4,31117.5,67135
66538.3,62,Male,1,Self_Employed,3980.744866,0,1114.5,3869.9,1741,870.1,894.2,1860.8,1225.8,2082.8,378.6,18018.4,53230.6
133070.8,26,Male,3,Retired,27921.25422,11545.3317,2119.8,11242,6471.1,2587.8,4024.8,4364.2,3033.9,5580.8,1761,80652,106456.7
170928.3,19,Male,4,Student,26185.66063,0,3252.2,14221.6,7936.3,3407.3,5651.7,9267.7,6279,7753.9,2481.4,86436.8,136742.6
66706.8,37,Female,2,Self_Employed,8012.037029,0,1247.6,3794.5,1443.1,1028.2,973.4,2040.8,874.6,2062.2,658.6,22135,53365.4
79611.3,40,Female,4,Self_Employed,7922.267445,5717.553777,1932.6,4799.6,2313.3,1465.4,976.9,1597,1929.6,3943.5,616.8,33214.5,63689.1
53609.9,35,Female,1,Self_Employed,2041.480219,0,607.3,1789.9,710.1,635.9,639.8,620.1,417.6,1055.5,211.9,8729.5,42887.9
66667.4,43,Female,2,Self_Employed,5333.487122,0,1109.5,3841.8,1389.6,948.7,941.1,1852.4,1154.8,1798.8,621.3,18991.5,53333.9
65583.5,42,Female,2,Professional,5116.698599,0,551.3,3354.4,1567.4,935.6,558.8,1189.8,832.8,1279.3,533.7,15919.9,52466.8
74780.6,34,Male,0,Professional,10434.17216,6333.749365,1737.6,4944.8,2675,960.5,1061.7,1477.8,1611.6,0,590.1,31827,59824.5
79150.2,56,Male,2,Retired,11745.06274,2094.300041,1030.6,5188.9,2537.7,1839.9,997.1,1704.3,1497.9,2277.1,869.3,31782.1,63320.2
86948.9,27,Male,3,Professional,14084.67513,3490.584995,1518.8,6606.9,2586.2,2307.2,2153.5,3086,1827.9,3206.8,1153.6,42022.3,69559.1
76281.6,42,Female,1,Retired,5442.24425,0,1409.9,4456.5,2207.2,1254.1,1025.9,2318.1,1392.8,3195.3,997.4,23699.6,61025.3
51388.5,63,Male,1,Student,2277.698192,0,413.1,1696.9,903.5,252.9,498.7,839.7,454.5,890.2,167.9,8395.1,41110.8
54160,45,Female,0,Professional,4248.011082,0,704.1,1800.2,721.2,398.9,680,742.2,434.5,0,290.1,10019.1,43328
59376.7,43,Female,0,Student,3875.339894,0,732.1,2598.6,1318.6,393.8,943.4,1353.5,879.3,0,460.1,12554.6,47501.4
63936.5,29,Male,1,Professional,3590.476499,1789.223635,638,2623.5,1635,614,689,1152.6,1170.1,2056.8,500.3,16459.1,51149.2
109534.1,61,Male,0,Retired,20860.22029,5777.350676,2566.1,8386.5,5315.6,1418.1,2778.4,4092.9,2918.2,0,886.2,54999.5,87627.3
51832.5,36,Male,2,Student,3549.736544,0,352.1,1459,739.3,465.7,424,746.8,426.8,1016.9,160.8,9341.2,41466
62539.4,40,Male,2,Self_Employed,4507.882048,2497.897553,900.8,3185.2,1412,1011.1,1106.7,1022.3,758.1,1782.1,273.8,18457.7,50031.5
